,MSITALL,MSGERML,MSSWITL,MSCNDAL,MSUSAML,MSUTDKL,MSFRNCL,MSJPANL
1980-01-01,-0.14842349735557353,0.09072752326087163,0.3092722803476108,0.4387839436667479,-0.05395606218074023,-0.08670747054497621,-0.11112397363896251,0.5614272564450226
1980-02-01,-0.14563327840920595,0.10609627668762678,0.2839773062681862,0.4098611036704749,0.013711775916422253,-0.08532984756302914,-0.12558831134870807,0.542904974778233
1980-03-01,-0.13651400626819205,0.13920324671049555,0.2403196359259916,0.4887750579277709,-0.08018446383950395,-0.060075266211059464,-0.12901700785307527,0.5374928036075728
1980-04-01,-0.13511757216620943,0.1084948020799108,0.2011342833219758,0.29604170536538366,0.12133168087598967,-0.05303427871619362,-0.12735017583587743,0.5884995550750197
1980-05-01,-0.19453772908132624,0.01988524339661879,0.2889928725420663,0.3705689013158491,0.04492633748538788,-0.04603572996040606,-0.15933135740646853,0.6755314617082789
1980-06-01,-0.1736422291065206,0.07760085320610943,0.22707793758285388,0.41238716400767295,0.027383451400714964,-0.045624871191155686,-0.17791751374482256,0.6527352078451465
1980-07-01,-0.15533627270918282,0.1007053831763014,0.21032871629628058,0.3904638035193685,0.06060117335759618,-0.04423681312532002,-0.1846383080081806,0.6221123174931367
1980-08-01,-0.14035190304816364,0.11070261938984594,0.20442794477672277,0.3839875814513233,0.08110129971930746,-0.03794508663858995,-0.20601346741662746,0.604091011766182
1980-09-01,-0.12885677206375842,0.10600447968374249,0.180199002088133,0.37747612040486456,0.06602320419458296,-0.03085716926355722,-0.19745701319682163,0.6274681481528139
1980-10-01,-0.12589362414858557,0.09482857836890513,0.202232158021189,0.3520436536842789,0.06724379711904982,-0.04058505340846513,-0.19333188377571192,0.6434623741393399
1980-11-01,-0.08099837885890449,0.09209323012776527,0.15983240359706852,0.29800664268111865,0.12361393384747998,-0.027424428462024947,-0.18264998951827172,0.6175265865857686
1980-12-01,-0.0837902989194404,0.10595601623625517,0.1615426770048467,0.28376527683426445,0.13304201974373964,-0.014672900628880575,-0.19732326205326908,0.6114804717824845
1981-01-01,-0.07629127124256341,0.11992942043821331,0.15652488257634878,0.28936726786739675,0.10865306123988416,-0.0214696221985409,-0.21077371550710844,0.6340599768263696
1981-02-01,-0.05291990401353763,0.1203324675515649,0.11226772411713792,0.3182569175069806,0.07951760284863196,-0.0077805160529237916,-0.23426448146021278,0.6645901895023596
1981-03-01,-0.04273876922490294,0.10078693847164799,0.11220264605316099,0.2867012572615639,0.1455743485147707,-0.023194789547157563,-0.2111296778096299,0.6317980462805469
1981-04-01,-0.03854286477764335,0.10979263905109171,0.10370664412032715,0.2923804896975424,0.14169367030380986,-0.026101244551564373,-0.20942452600840789,0.6264951921648441
1981-05-01,-0.020992087381076274,0.15854418304861362,0.05724009479900405,0.30364410902354616,0.12836422577626072,-0.027608265841799928,-0.22473481369043435,0.6255425542658856
1981-06-01,-0.016744343569888187,0.12550956120800127,0.11401304492967002,0.3253301048218101,0.1298457200282922,-0.04195033649407168,-0.27584942896476816,0.6398456780409546
1981-07-01,-0.030893754404886176,0.12448894233969443,0.12799317332949356,0.33578946239840446,0.1280541962235331,-0.046156595246856835,-0.28059986455373565,0.6413244399143532
1981-08-01,-0.03528409119523063,0.10803431611076464,0.07444478955310296,0.24339724838178223,0.2806531944563796,-0.08132911441480423,-0.20089130995898802,0.6109749670669931
1981-09-01,-0.03277253378804551,0.10768136908474513,0.041609166163786404,0.2678559479421964,0.198758854835964,-0.06483969632073663,-0.18477744792603465,0.6664843400081254
1981-10-01,-0.02661368891688476,0.11797834561065734,0.10047286355084795,0.14807805187641143,0.3032770008415122,-0.1171822209571437,-0.12711843938306627,0.6011080873776655
1981-11-01,-0.03908047821013749,0.11409349968615268,0.1411156968574191,0.14855115246581352,0.29151591756070017,-0.12441493347335725,-0.1326305037147204,0.6008496488281292
1981-12-01,-0.031161166198144907,0.12486186158336188,0.11790424981149528,0.16467344917240934,0.28350898571731264,-0.1167190254749465,-0.136958240303294,0.5938898856918058
1982-01-01,-0.03689210218833805,0.10123382892246902,0.1356924105474262,0.15780529053794096,0.28372864325838165,-0.11394419261339062,-0.1374132494078783,0.609789370943389
1982-02-01,-0.029931759604593766,0.13196368730500452,0.076336667104841,0.09238606499911661,0.33944794193646277,-0.0965387758745638,-0.10878116577431232,0.5951173399080449
1982-03-01,-0.005997452676106629,0.15372840313267155,0.07649469713916568,0.07692711578275802,0.3582513743134015,-0.11117800950985707,-0.08128437075439995,0.5330582425723669
1982-04-01,0.003026138954924096,0.18087257067208085,0.07607056698497672,0.054548890633779545,0.3966869791962968,-0.09903028129739222,-0.10853646795842525,0.49636160281375946
1982-05-01,-0.002442449028865201,0.18861512690279314,0.06892529431405336,0.04282025968618719,0.4093126787079884,-0.1037480571956691,-0.10101115245879588,0.4975282990723079
1982-06-01,-0.005850657988653363,0.20366615745744965,0.0401111425246381,0.03376468102592217,0.41651198732380634,-0.08021382819536185,-0.09889094532590384,0.490901463178103
1982-07-01,-0.01449487494880436,0.2015104489451618,0.06121435526288033,-0.007962499238079346,0.47680014633524803,-0.06703710763625628,-0.1300357967739369,0.48000532805378704
1982-08-01,-0.0024329799919054484,0.2128328531932726,0.05694240029062181,0.015078607953551204,0.4679876298099417,-0.0660377833446339,-0.13931890783536932,0.4549481799245214
1982-09-01,-0.001591231788571068,0.22193657516985987,0.03263381561984602,0.02518360651421858,0.4767937157932721,-0.06404274633946458,-0.1385667348537845,0.44765299988462387
