,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
1974-01-01,-1.5398102966655184e-18,2.3752098550558136e-18,2.1080007900200533e-17,0.3992996791783634,-1.4438076417843243e-17,0.15615332010859578,-9.454745032053233e-18,0.44454700071304076,6.506754442477423e-18,-8.711542182266241e-19
1974-02-01,-3.402914586200233e-17,5.576333196846663e-17,4.695851002900374e-17,0.3470882182742048,8.498493888694356e-18,0.22762866849994012,-1.1998843634585326e-18,0.42528311322585516,-2.1447193258274e-17,-2.4300499740202273e-17
1974-03-01,1.0924918180935569e-17,-1.5691062362039884e-17,5.223237616409465e-18,0.340433533716925,-4.467643425916327e-18,0.12627322075450975,-2.0361737180494688e-17,0.5332932455285654,2.6158054159076045e-17,-1.8795494249096508e-17
1974-04-01,7.904836783801421e-17,-5.501238576119989e-17,2.8538024112308864e-17,0.29220203700670583,-6.251576766286776e-18,0.10509621773842974,8.014735799834531e-18,0.6027017452548645,2.777336843774609e-17,-2.392494067873572e-17
1974-05-01,5.922639323842466e-17,8.142565203752383e-18,-2.8409735199130236e-18,0.10474649512930033,2.94982103208108e-17,0.17157073163566933,1.819214330770491e-18,0.72368277323503,-1.1377799685753744e-17,6.161470190252759e-17
1974-06-01,-2.3513085885696002e-17,1.2163694048328894e-17,6.51390144192155e-17,0.07183707706277327,-6.796401607062221e-18,0.2740273912945119,-5.860334869849958e-17,0.654135531642715,-7.104037066434547e-17,-7.7341717198988e-17
1974-07-01,1.2414788720785164e-17,-1.0397778382794347e-16,2.3649456530407005e-17,0.26971598004972674,2.989412099208739e-17,0.26089269742663357,-2.2845132150319185e-17,0.46939132252363974,2.677742465756151e-17,2.858214783372222e-18
1974-08-01,-2.635640422680428e-17,-1.7345918089561104e-17,5.157007307265445e-17,0.17983436139822379,-4.824754702089478e-18,0.4106120221170152,-1.120562160512703e-17,0.40955361648476113,-7.446506992345709e-17,-9.384307607453125e-18
1974-09-01,3.549739964541075e-17,-9.314092333524235e-18,1.9506276642664486e-17,0.18780208582161814,-5.68141436308407e-18,0.5929283346378268,-8.317905486439016e-18,0.21926957954055523,-1.2463725496087806e-17,-2.6918139638289233e-17
1974-10-01,3.733859750547253e-18,-6.8596459286220895e-18,-1.0593889079889877e-17,0.1034091813624171,-1.401913744875338e-17,0.8173180872937527,-1.259559066293181e-18,0.07927273134383035,5.244233148768825e-18,-1.2106556479704285e-18
1974-11-01,1.6847576619086956e-17,1.0483140545400824e-17,-1.4040217758582559e-18,0.08032584791285133,4.1263656402868354e-18,0.8155886019056253,2.050948918167069e-18,0.10408555018152338,-1.089470919636148e-17,-2.996783716479619e-18
1974-12-01,1.572771133178743e-17,2.4791304371125285e-17,-2.0621753779692085e-18,0.09009392739462053,2.6626300467426764e-18,0.8301218444615084,-7.844384025174018e-18,0.07978422814387108,-1.5031304242869552e-18,2.2505973606173806e-20
1975-01-01,5.410490448257277e-18,3.4510881103874556e-19,8.803421822904063e-18,0.06901835011806985,-9.529041691173712e-17,0.8238917702803903,-5.13164460230949e-18,0.10708987960154001,2.404011955391694e-17,-1.587568414012268e-17
1975-02-01,8.330916893612131e-17,-1.2410059685908882e-17,-1.1720638431108841e-17,-4.163309414954809e-17,1.0946100276749601e-17,0.9138640148315934,-3.466360705802887e-18,0.08613598516840658,-3.6716898391330904e-17,-2.0605946544281455e-17
1975-03-01,2.1541192484092782e-17,-2.8858209736738082e-18,-7.112193137275671e-17,-1.3590600957886197e-17,9.089991444038895e-18,0.9145510374750107,1.2792455043767552e-17,0.0854489625249894,2.842725979455499e-17,4.1022719370287803e-17
1975-04-01,-3.182893710201128e-17,-2.2793905720329732e-17,1.564369299305489e-17,-5.0860034205932966e-17,-1.7715197495462765e-17,0.918726831067095,-2.7332164235253704e-17,0.08127316893290523,3.034109050975997e-17,-1.3050985277127947e-17
1975-05-01,-9.680277240758327e-18,2.2404600125618527e-17,2.3431684336549398e-17,0.014826571013963927,-1.6321190143957878e-18,0.9261324036186416,6.317295692007409e-17,0.059041025367394404,-2.800329821696846e-17,-6.3796083524125294e-18
1975-06-01,1.8383171036164832e-17,-1.696827939330651e-17,-1.8241498613847184e-17,0.029045226854093255,2.1180702412261426e-17,0.9260587504393233,-1.352478976759043e-17,0.04489602270658328,2.8546168071159395e-17,1.6932724542119682e-18
1975-07-01,4.7048329817220164e-18,-5.410317269907788e-17,8.347230742366826e-18,0.03516866330104669,-6.58870831289185e-18,0.9648313366989534,7.858239693913368e-18,1.8690292596655865e-17,-6.172730600419253e-18,-5.295553049402905e-18
1975-08-01,1.4679275544677357e-18,1.1818714852786212e-16,9.414444867109462e-18,0.07056196956993291,-2.4519165144401813e-17,0.9294380304300671,9.665214461129517e-18,7.396189783133989e-18,-3.3773254657183716e-17,7.937167109005811e-18
1975-09-01,3.781710906994807e-17,3.351811966068747e-18,-2.976651768836931e-17,0.08521076098953687,-2.6905306315154552e-17,0.914789239010463,4.612977388999211e-17,-3.175633912538801e-17,6.640430015151157e-17,2.081946229334369e-17
1975-10-01,3.025530815377664e-18,8.54288996061733e-18,5.462158245467069e-18,0.10204915732844082,-2.422104240845997e-17,0.8979508426715592,7.751817113917688e-18,3.478369472916911e-18,-1.9284667563203662e-17,-1.5267855380247773e-17
1975-11-01,1.6027362730833368e-17,6.373063620595256e-17,2.957135967277971e-17,0.08503830805315524,1.0348941074817096e-17,0.9149616919468446,-1.7160622314750564e-17,1.8739514126395408e-17,-9.264992026768589e-17,4.2537356486947696e-17
