,MSITALL,MSGERML,MSSWITL,MSCNDAL,MSUSAML,MSUTDKL,MSFRNCL,MSJPANL
2000-04-01,-1.0152876129961713e-14,-5.650190083457055e-16,1.0508186030759592e-14,-3.671606891441154e-15,5.906677787682196e-15,4.7064198230693415e-15,-5.263097880908369e-16,1.0871133564748054
2000-05-01,0.05809957869601634,-1.1102230246251565e-16,-2.220446049250313e-16,-1.1102230246251565e-16,0.0,2.7755575615628914e-16,1.1102230246251565e-16,0.9419004213039845
2000-06-01,-4.2934406030425976e-17,4.997494388800372e-19,1.6988092790132248e-17,-5.919066235413051e-18,4.453106313600033e-17,0.10247679790651028,1.9269999550035333e-19,0.8975232020934898
2000-07-01,-1.1102230246251565e-16,3.3306690738754696e-16,4.440892098500626e-16,-1.1102230246251565e-16,0.0,0.004182533519193843,0.0,0.9958174664808057
2000-08-01,-1.1102230246251565e-16,-1.1102230246251565e-16,2.220446049250313e-16,-3.3306690738754696e-16,0.0,0.14077380181994092,0.0,0.8592261981800595
2000-09-01,3.554446549272789e-14,-1.0336601846770263e-16,-2.962082413090561e-14,-2.3701840736825743e-14,1.2328653747856242e-15,7.708275706692611e-14,-3.2987978969597614e-14,1.0616990510005073
2000-10-01,-8.895377828119869e-18,6.904735901461552e-17,3.469446951953614e-18,1.9537162205469799e-19,4.612321265563647e-18,0.12678836276393332,2.438332968891705e-19,0.8732116372360665
2000-11-01,-2.220446049250313e-16,2.7755575615628914e-16,-9.992007221626409e-16,0.0,7.216449660063518e-16,0.08506326395588759,-1.1102230246251565e-16,0.9149367360441131
2000-12-01,3.470575295717898e-18,6.461844948013606e-17,-2.1997572743865195e-16,6.956272247070937e-18,-1.695377378802344e-17,0.26930001083084076,3.0057105810768797e-18,0.7306999891691592
2001-01-01,1.1102230246251565e-16,0.0,-3.3306690738754696e-16,-1.1102230246251565e-16,1.1102230246251565e-16,0.29076890673094846,1.1102230246251565e-16,0.7092310932690511
