,MSITALL,MSGERML,MSSWITL,MSCNDAL,MSUSAML,MSUTDKL,MSFRNCL,MSJPANL
1976-01-01,4.569833964845967e-18,-6.384806582007053e-17,-9.020562075079397e-17,1.2987329430524489e-17,2.342037237956445e-16,-1.0394572271924621e-16,-2.180522037835949e-17,1.0
1976-02-01,-3.6290953011014056e-17,3.3621462033841445e-17,8.326672684688674e-17,-2.260739751048819e-17,-1.9576052281572985e-16,-4.169779072258485e-18,-1.0962398917608277e-16,1.0000000000000002
1976-03-01,-3.1754506692870546e-16,4.652451270340571e-16,2.0469737016526324e-16,6.354779616458675e-17,-1.0341524076344535e-17,-8.274357621017082e-17,8.364509911895876e-18,0.9999999999999997
1976-04-01,-2.873391925650541e-16,-4.1995918710497975e-16,-2.706168622523819e-16,-1.4465867440994226e-16,-1.216476118287003e-16,1.0706723071650672e-16,-4.003044418068025e-17,1.000000000000001
1976-05-01,1.190576004702066e-16,-3.040257595330299e-16,-2.7755575615628914e-17,-3.006107346684587e-17,8.061830585570496e-17,1.152059563729323e-16,1.8941309042454338e-16,0.9999999999999999
1976-06-01,3.0665858920352264e-18,1.4862613684732042e-16,-3.8163916471489756e-16,-1.6553928512150366e-16,4.56629531746069e-16,-1.086986762329969e-17,-9.46994185676341e-18,0.9999999999999998
1976-07-01,1.993281429579024e-17,-3.7025507968280186e-17,1.3877787807814457e-16,-1.1554999517662898e-17,1.5633100099536352e-17,3.4947676843002574e-17,-5.4838906062262094e-17,0.9999999999999999
1976-08-01,8.00379158961998e-17,-1.0748624945778697e-16,-4.3021142204224816e-16,6.153338472693414e-17,9.210328975531398e-17,8.975146735155858e-17,-6.533413572587715e-17,1.0000000000000002
1976-09-01,-3.80256773186527e-17,-2.016008095317955e-17,-1.734723475976807e-18,1.6221693320978917e-16,1.2425888703939252e-16,-9.848323874223809e-17,-4.710539740421594e-17,0.9999999999999999
1976-10-01,1.9995331273393364e-16,-2.6669150724405933e-16,-1.457167719820518e-16,-6.460938926176782e-17,-1.540599656298417e-16,-2.0782509472369194e-17,-3.151340799674805e-17,1.0000000000000004
1976-11-01,2.0081939515213837e-16,2.704525896959751e-17,1.3877787807814457e-17,-3.1566320664710504e-17,-3.951239369732306e-17,4.8275624527728344e-17,-1.1206103453165427e-16,0.9999999999999999
1976-12-01,-1.0197883251347861e-16,-2.419008808665924e-16,-3.608224830031759e-16,5.769152707852312e-17,3.699671595738409e-18,2.3720323521587455e-17,8.12973345003774e-17,1.0000000000000007
1977-01-01,3.021477296631829e-17,-1.4843957977747016e-16,-7.632783294297951e-17,3.4501963607319887e-16,-4.230719479393846e-17,-7.279755410851033e-17,-4.273899256634275e-17,0.9999999999999999
1977-02-01,5.874483123376109e-18,2.3296995775204774e-16,2.914335439641036e-16,1.9326859680597254e-17,6.812269163820526e-17,9.828373004717621e-18,-5.984112915103493e-17,0.9999999999999994
1977-03-01,-5.616057694184206e-17,3.0258045365227926e-16,1.960237527853792e-16,-6.386790430877641e-18,4.52936433576444e-17,-1.7711713310274412e-16,7.168621567730342e-18,0.9999999999999994
1977-04-01,-3.950745102005521e-17,2.9750610888859343e-16,-1.3877787807814457e-16,-1.2560748300297105e-16,1.1953023253802713e-17,6.124610663618532e-17,2.593366102503932e-17,1.0
1977-05-01,9.470310403132056e-18,8.326672684688674e-17,-6.165384340341524e-17,3.8210431011259036e-17,7.319776962586126e-17,-9.44734329679773e-17,-3.6207550265921595e-17,1.0000000000000002
1977-06-01,-1.146903481116953e-16,8.326672684688674e-17,7.677543299389297e-17,-5.645292858749732e-17,3.216723607446774e-17,1.4982061144649226e-16,-1.977298191637672e-19,0.9999999999999999
1977-07-01,9.560232611850588e-17,-8.673617379884035e-17,4.846498059854411e-17,2.1934016807197427e-17,1.7181020434539685e-16,1.1166505563623952e-16,-3.795823021086143e-18,0.9999999999999997
1977-08-01,-9.184131418490413e-17,3.3306690738754696e-16,8.803533690175689e-17,-4.7334040983501194e-17,-1.1631829056279945e-16,-2.652164900958346e-17,5.502320978102537e-17,0.9999999999999997
1977-09-01,2.29837714375095e-16,7.373508231714903e-18,1.1449174941446927e-16,7.722021880268391e-17,-3.9552726930232687e-17,-4.457235500466283e-18,3.4475302434801635e-17,0.9999999999999996
1977-10-01,-1.9557009291113448e-16,2.2479193115850194e-16,2.636779683484747e-16,-1.7344917321354348e-17,1.8073601195756608e-16,-9.741571553552323e-17,-4.763507402573517e-17,0.9999999999999998
1977-11-01,-1.1415517624446244e-16,2.463307335887066e-16,4.469398737200079e-16,-3.753283927020271e-17,-5.822294827468976e-17,-1.8145773798822597e-16,-2.5616906352568656e-16,0.9999999999999999
1977-12-01,1.0342311774107243e-18,-3.7470027081099033e-16,-2.6020039335157096e-16,1.7666759599138293e-16,3.363859559163828e-17,6.4424454623718285e-18,1.2377084877291297e-16,1.0000000000000004
1978-01-01,-2.5905113903429308e-17,2.0469737016526324e-16,4.3250764896562974e-16,-5.607785572258554e-17,5.1302206524671174e-17,-1.920278989983969e-16,-6.035053538946403e-17,0.9999999999999997
1978-02-01,-4.484912938876217e-16,-2.4237641472358024e-16,2.0816681711721685e-17,-8.853776969180313e-18,1.448521110084311e-16,-4.178918080241591e-17,-5.78289813409191e-17,1.0000000000000007
1978-03-01,7.62754174757211e-17,-2.409301491700097e-16,0.049257110748225946,-5.4990773448027217e-17,4.7330502172211856e-17,-1.516290655275367e-16,-3.163969372653301e-17,0.9507428892517743
1978-04-01,7.094628281456819e-17,-2.9158794265032957e-16,-6.245004513516506e-17,-6.068945090756875e-17,1.978455886951279e-16,3.198008287852391e-17,1.5413072810552748e-19,1.0000000000000002
1978-05-01,-6.777156924359886e-17,6.938893903907228e-17,-2.84883548511319e-16,-4.0387711779511217e-17,4.922306458491505e-18,7.933722034686713e-17,2.341660427372371e-17,1.0000000000000002
1978-06-01,6.999336183846624e-16,-9.783840404509192e-16,-2.3473081120073566e-16,7.099824567930204e-17,1.8283565392641013e-16,7.048814238476818e-17,2.381259907554984e-16,1.0
1978-07-01,1.5172308883961114e-16,-4.660412965099988e-17,-5.828670879282072e-16,-5.270719124344227e-17,-1.7636242791515696e-16,1.7972156194653333e-17,-3.4297949978998504e-17,1.0000000000000007
1978-08-01,1.0320089269108313e-18,-1.9177603246502435e-16,-2.437286483747414e-16,-5.648304775005074e-17,-8.853285064236744e-17,-1.5441777082729437e-16,5.0813950198682764e-17,1.0000000000000007
1978-09-01,3.0324231096326735e-16,-7.445607507818721e-16,0.07477953876072121,3.429484924020342e-17,2.4127379163486584e-16,1.1379718269454657e-16,7.591494191576907e-17,0.9252204612392787
1978-10-01,3.0550130134001275e-17,0.3375733854973398,0.039408361518800436,-1.7791330128937933e-16,-8.338807402122788e-18,-2.8134023988768885e-17,1.4906247054757774e-17,0.6230182529838598
