,MSITALL,MSGERML,MSSWITL,MSCNDAL,MSUSAML,MSUTDKL,MSFRNCL,MSJPANL
1978-01-01,2.3877338858396842e-17,0.17394703301777756,0.1232072975526343,0.16216218755853007,0.08105278136141009,-3.6324695397694355e-17,1.0351464044706781e-18,0.45963070050964805
1978-02-01,2.90536863803069e-17,0.16928077002377892,0.1514791384977099,0.06157660631938542,0.150202780149373,2.5596165190755022e-17,7.524091657692842e-18,0.4674607050097528
1978-03-01,-9.12013105560621e-18,0.19749526101192352,0.1684725566859245,0.06600082114369046,0.10095432450113079,2.7325570504107955e-18,-4.497575400430513e-18,0.46707703665733075
1978-04-01,2.113361204529582e-17,0.18632472875536474,0.17075307744233736,0.0646496793856767,0.10027801367998714,3.931265973148387e-17,3.009804672274017e-17,0.4779945007366341
1978-05-01,8.003643396404219e-17,0.10043790644647804,0.1468083623956828,0.0803320480367123,0.15146800321271248,5.0823468329896905e-18,6.067794966265182e-17,0.5209536799084143
1978-06-01,1.995902346769511e-17,0.1495080794385445,0.10351693690315239,0.16509150672077838,0.09271187130651055,2.6282550167985146e-18,-3.807458504877411e-17,0.48917160563101425
1978-07-01,6.5647570409524244e-18,0.1626606441837229,0.09816246074386745,0.11979803020956416,0.1269451325385091,1.1985302608302438e-17,1.2454014120900383e-17,0.4924337323243365
1978-08-01,3.470844733333994e-17,0.15198867429795435,0.10706115883511434,0.10773268094703115,0.12315603790045505,1.431026971617529e-17,3.126481322937804e-17,0.5100614480194451
1978-09-01,3.0364346204296027e-17,0.16426456091303865,0.1051617171866723,0.11146261797583659,0.11324064363427683,-3.346242049998529e-18,1.310949554758623e-17,0.5058704602901756
1978-10-01,1.843023448349297e-19,0.16549519531023463,0.1463576887059487,0.07435841680518387,0.10134497409018088,2.0981189180224535e-17,1.879103123408764e-17,0.5124437250884519
1978-11-01,-2.291532464526683e-17,0.1829585576406717,0.13993328284825826,0.08526461861449733,0.07262348378868391,-7.184410441067895e-18,1.4509577842951158e-17,0.5192200571078889
