,Phi_AA,,guw ret,,min var,mean var,,
01/06/2015,0.804433457,,-0.047691692,,-0.028571632,-0.126339171,-0.047691692,0
01/07/2015,0.805793177,,0.032482918,,0.022685355,0.073134472,0.032482918,0
01/08/2015,0.812620573,,-0.099802687,,-0.091837461,-0.134346002,-0.099802687,1.38778E-16
01/09/2015,0.800724502,,-0.006188358,,0.022144666,-0.120035499,-0.006188358,0
01/10/2015,0.804316492,,0.110538823,,0.035255624,0.419974803,0.110538823,0
01/11/2015,0.80227356,,0.015062735,,0.01162633,0.029005926,0.015062735,6.76542E-17
01/12/2015,0.807235676,,0.033208117,,-0.007192797,0.202394294,0.033208117,9.71445E-17
01/01/2016,0.787822376,,0.045313428,,-0.046301025,0.385480854,0.045313428,2.22045E-16
01/02/2016,0.775737216,,0.061853885,,-0.023593105,0.35741969,0.061853885,3.19189E-16
01/03/2016,0.766596416,,0.042934323,,-0.000316344,0.184987867,0.042934323,1.59595E-16
01/04/2016,0.756205186,,-0.073658826,,0.025006828,-0.379700939,-0.073658826,0
01/05/2016,0.765147376,,0.126847949,,0.036428432,0.421433782,0.126847949,0
01/06/2016,0.753887903,,0.142356932,,0.024712563,0.502723887,0.142356932,2.22045E-16
01/07/2016,0.739626166,,0.078660947,,0.022239423,0.238933715,0.078660947,1.52656E-16
01/08/2016,0.727602362,,-0.076890295,,-0.01185907,-0.250595447,-0.076890295,-2.22045E-16
01/09/2016,0.736205725,,0.083068297,,0.000375275,0.313850699,0.083068297,1.94289E-16
01/10/2016,0.736681937,,-0.07583684,,-0.03075316,-0.201966937,-0.07583684,-1.94289E-16
01/11/2016,0.736536749,,0.05709267,,0.02867287,0.136542942,0.05709267,0
01/12/2016,0.730956651,,-0.123954392,,-0.016637716,-0.415520189,-0.123954392,-1.11022E-16
01/01/2017,0.747381386,,0.104993478,,0.024927175,0.341872557,0.104993478,0
01/02/2017,0.740598581,,0.133334279,,0.050242195,0.370564591,0.133334279,0
01/03/2017,0.729436355,,-0.105713741,,-0.026415161,-0.319501767,-0.105713741,-2.22045E-16
01/04/2017,0.738744312,,0.016784776,,0.004733635,0.0508614,0.016784776,9.71445E-17
01/05/2017,0.74649435,,-0.028513792,,0.031456699,-0.205108013,-0.028513792,-1.04083E-16
01/06/2017,0.763300892,,-0.008751073,,-0.001260208,-0.032907414,-0.008751073,-3.98986E-17
01/07/2017,0.759394372,,-0.071896285,,0.015976388,-0.349238148,-0.071896285,-1.249E-16
01/08/2017,0.775208545,,0.013898494,,-0.010743805,0.098879128,0.013898494,2.60209E-17
01/09/2017,0.768825964,,0.016876703,,0.001093272,0.069368372,0.016876703,7.63278E-17
01/10/2017,0.772528762,,0.054462951,,0.015754371,0.185923486,0.054462951,6.245E-17
01/11/2017,0.742345713,,0.122968785,,0.044005141,0.350476442,0.122968785,2.08167E-16
01/12/2017,0.742431334,,-0.082294352,,0.015054888,-0.362899626,-0.082294352,-1.66533E-16
01/01/2018,0.763007982,,0.078543169,,0.059982984,0.138298638,0.078543169,0
01/02/2018,0.76338503,,,,,,,
01/03/2018,0.743418687,,,,,,,
