,Phi_AA
1975-01-01,0.7748563618776937
1975-02-01,0.7825679711252622
1975-03-01,0.7850313454435142
1975-04-01,0.7853329186073834
1975-05-01,0.7849194325176374
1975-06-01,0.7927028603456843
1975-07-01,0.7931878973816501
1975-08-01,0.7863204501357316
1975-09-01,0.7883907913823615
1975-10-01,0.7875617601658547
1975-11-01,0.7859108462099792
1975-12-01,0.7817264310176677
1976-01-01,0.7788658572003652
1976-02-01,0.7788747538933014
1976-03-01,0.7781968019658109
1976-04-01,0.7776525421502312
1976-05-01,0.77433709600186
1976-06-01,0.7770422870299176
1976-07-01,0.7832065186286122
1976-08-01,0.785937258221787
1976-09-01,0.7826778822131665
1976-10-01,0.7801245204678581
1976-11-01,0.7736541483788826
1976-12-01,0.7810898835010831
1977-01-01,0.7836677201957943
1977-02-01,0.7847324831507421
1977-03-01,0.7876173781028198
1977-04-01,0.7855041574229283
1977-05-01,0.7789436922722706
1977-06-01,0.7841001959929574
1977-07-01,0.7870094057514042
1977-08-01,0.7863886398725891
1977-09-01,0.7913719038322096
1977-10-01,0.7886682250353947
1977-11-01,0.7849472010942524
1977-12-01,0.7804288458979762
1978-01-01,0.7811479954667596
1978-02-01,0.7803332105097868
1978-03-01,0.7838437617197738
1978-04-01,0.7831254844727976
1978-05-01,0.7912286648573519
1978-06-01,0.791239242876518
1978-07-01,0.7876382258965916
1978-08-01,0.7895503392662109
1978-09-01,0.7792148429666728
1978-10-01,0.7941619696796579
1978-11-01,0.7871280846818605
1978-12-01,0.8120375691497176
1979-01-01,0.8066172657992066
1979-02-01,0.8072659644958043
1979-03-01,0.8089263516988203
1979-04-01,0.8089328146307428
1979-05-01,0.8122897024721949
1979-06-01,0.816001079765072
1979-07-01,0.8212578944049252
1979-08-01,0.8300317418322679
1979-09-01,0.8359698355491
1979-10-01,0.8375159590229289
1979-11-01,0.8298926641636248
1979-12-01,0.8314035335576879
1980-01-01,0.8301062427181253
1980-02-01,0.8382543657456569
1980-03-01,0.845907899189572
1980-04-01,0.8378193034906419
1980-05-01,0.8349724218465416
1980-06-01,0.8318442837865103
1980-07-01,0.8306782634223518
1980-08-01,0.8409133704124456
1980-09-01,0.8419434776201128
1980-10-01,0.8395044161881053
1980-11-01,0.8475194302198026
1980-12-01,0.8486435790339116
1981-01-01,0.8470526407299384
1981-02-01,0.8525353643599348
1981-03-01,0.8571746920411425
1981-04-01,0.8533286478249138
1981-05-01,0.8524398431755378
1981-06-01,0.847446983908584
1981-07-01,0.8479988887984717
1981-08-01,0.8512581522424688
1981-09-01,0.847200477400601
1981-10-01,0.8483323403231134
1981-11-01,0.8442909941090776
1981-12-01,0.8425774169075205
1982-01-01,0.8463268547652001
1982-02-01,0.8499903854572609
1982-03-01,0.8514548197521956
1982-04-01,0.852126164627111
1982-05-01,0.8515280312186981
1982-06-01,0.8507585187507939
1982-07-01,0.8506782238592017
1982-08-01,0.8509155237432849
1982-09-01,0.8517015835342058
