,MSITALL,MSGERML,MSSWITL,MSCNDAL,MSUSAML,MSUTDKL,MSFRNCL,MSJPANL
1976-01-01,-0.826879378808936,-0.21177866979502763,0.6945477046897288,0.12279440415061751,-1.070053841338293,0.05848287806156625,-0.22409111203371357,0.24512494742242327
1976-02-01,-0.9245928676615961,-0.09764716892316387,0.7334101327838376,0.11391303560125557,-0.7698540174645487,0.01303511877601423,-0.3041886644075938,0.36026073403657843
1976-03-01,-0.9542738307485373,-0.08443246081041583,0.7363285223534031,0.19215995175339057,-0.9722153781174343,0.0410735410424472,-0.2524164905110359,0.35120078154986806
1976-04-01,-1.0930877885156869,-0.11506887705325633,0.8517895326236836,0.20836002454225377,-1.066301314347875,0.02913070525072191,-0.23551908496103494,0.4042713757688211
1976-05-01,-1.5601405065011469,-0.15345980013706106,1.2497310886732922,0.7737652224808726,-1.2744217891288914,-0.051423639758551555,-0.333543668506887,0.9846427302474978
1976-06-01,-1.2961176961405765,-0.10413217073764156,1.1655927709735048,0.9465800503155065,-1.13119515087448,-0.19011260155524454,-0.3568752778716536,0.9659592235906279
1976-07-01,-1.0043290968484346,-0.06938040947890488,0.9924255785375103,0.6269995518172303,-0.6836752777929689,-0.19066583460933478,-0.3723158001700423,0.8402714379040547
1976-08-01,-1.0290560424425255,-0.1366871805250026,1.1732058733674753,0.48779985935627707,-0.8112479950045554,-0.16522485328442102,-0.5494283911735367,0.8319624739069549
1976-09-01,-1.0735422889154462,-0.14261904808231143,1.1307342921153398,0.420579939231579,-0.8053452286667034,-0.17154456731062348,-0.5174265076228486,0.9205771061865885
1976-10-01,-1.243950845941521,-0.15253885274010406,1.4578347643999479,0.2592235242219907,-0.8416629039857635,-0.28023445710684364,-0.5604063315552302,1.0511484717445523
1976-11-01,-1.292749325761421,-0.15666333548699277,1.584533917601051,0.27610207016618354,-0.833724651856264,-0.3231639935169691,-0.6519426804608033,1.066948578530855
1976-12-01,-1.2988851646658186,-0.03985954119193196,1.8246657366372208,-0.3493400551344156,-0.9325563972881423,-0.112510684938564,-0.8228204336718298,0.9652003259925799
1977-01-01,-1.3130808486749568,0.038848384692452415,1.789298669463189,-0.08123759124220012,-1.2229145651998918,-0.07456617977977864,-0.8418786101907128,1.1278168212837976
1977-02-01,-1.3176497983797475,-0.16746625912680502,1.7130497808032825,-0.0820904164769039,-1.4686840895975743,0.07663785740988896,-0.8011893382239308,1.0486683171620779
1977-03-01,-1.399497036964832,-0.27808512470155955,1.809895263402069,-0.05243960585478139,-1.6375014904568006,0.1318106311224977,-0.8344300697683796,1.094217029398925
1977-04-01,-1.3507310893040043,-0.2033100863242571,1.797595969360262,-0.0169566584962466,-1.685068924981653,0.14145506119597398,-0.9020922278208058,1.00249444534686
1977-05-01,-1.359551047258348,0.041303177360113796,1.755186145946907,0.046434706165488296,-1.7559818948268608,0.12144297471792788,-0.966853100865678,0.9736606914072472
1977-06-01,-1.3332890455647053,-0.1160629826897045,1.7874696527742904,0.0010543643625419152,-1.67356935129922,0.1219900748024154,-0.9523072344770678,0.9667287787459499
1977-07-01,-1.1134294999444228,-0.19927317514871998,1.474219208984374,-0.0171043435352643,-1.3962564121707528,0.07413002321378862,-0.6851490530665789,0.828344710096592
1977-08-01,-1.132042694403957,-0.21821041464534952,1.5257228474622495,-0.0435545988011591,-1.3125605615946914,0.04551146477932089,-0.7241479741946424,0.8626153957467009
1977-09-01,-0.9818343770676544,-0.2898787385018443,1.4235291463206432,-0.2558231174780455,-1.4446784424678891,0.10446239943280626,-0.5632036588907753,0.9502995591918839
1977-10-01,-1.058572411458369,-0.3377940987403558,1.5420184022489398,-0.3154878113995445,-1.5075473193490783,0.10537977312132227,-0.4895778432258543,0.954696864348679
1977-11-01,-1.2520791753143181,-0.18424282177994458,1.8299198261805454,-0.28619396563785915,-1.6245634759968597,0.046317391402935046,-0.5291763277815895,1.1676424692481993
1977-12-01,-1.229175325826701,-0.15296455324398214,1.8320734528608378,-0.17035018428479903,-1.5986623634437598,0.027641776829618932,-0.5941222303950491,1.1181515565056683
1978-01-01,-1.3105059333146267,-0.2514811041014328,2.040359304558738,-0.35340176783225735,-1.6946096298762245,0.05333845019797001,-0.6065350827914455,1.009980640557009
1978-02-01,-1.361905423902484,-0.31697346220634576,2.1140816078289326,-0.4403820317696444,-1.746637764821918,0.07537435634237499,-0.648679821135331,0.9975514962679023
1978-03-01,-1.1547325565690356,-0.29045806270632335,1.9701830911789937,-0.41317608462784683,-1.756958702063108,0.019670045185879503,-0.5842373932377304,0.8470322649236831
1978-04-01,-1.0785907539918471,-0.39439181209166124,1.5983275089515845,-0.34453110526210207,-1.66348230101232,0.011619191627593346,-0.2980107607852128,0.8973783740314654
1978-05-01,-0.8609064787102431,-0.39386855901378803,0.9954034340495569,-0.5545261051589756,-0.758714705523972,-0.05831863888724195,-0.05042072149761172,0.6541421807437255
1978-06-01,-0.7427298661749068,-0.3825919936874338,0.8324293814370106,-0.483561265526001,-0.7770570359432944,0.0004053795412603811,-0.02743514768966944,0.46699313569667233
1978-07-01,-0.8616904309969435,-0.4542137894345235,1.0503445136501663,-0.6086584821159322,-0.8265868700428721,0.013669691138843323,-0.030693681355073076,0.5259448765311089
1978-08-01,-0.8169585434048173,-0.4210120267795031,0.9517428451773796,-0.5625133538207054,-0.7224572404893647,0.00810641152840512,0.023049973529113338,0.5297588477103747
1978-09-01,-0.7340923332388045,-0.2862555654108301,0.8971757644019516,-0.5420310651250649,-0.6702757670197824,0.015368939453893893,-0.04061484064524883,0.4328228048844155
