,Phi_AA
1980-01-01,0.7849508675092528
1980-02-01,0.7812760545981324
1980-03-01,0.7882049456578771
1980-04-01,1.0
1980-05-01,0.7792592134169153
1980-06-01,0.7784418889220418
1980-07-01,0.7769575014659914
1980-08-01,0.7780602009292599
1980-09-01,0.7783915773136336
1980-10-01,0.7764314954756701
1980-11-01,0.7731845266014472
1980-12-01,0.7773666142774279
1981-01-01,0.777772682438207
1981-02-01,0.7668639399921968
1981-03-01,0.7699966938596646
1981-04-01,0.773648844934448
1981-05-01,0.7716273459206874
1981-06-01,0.7513420016473836
1981-07-01,0.7519548094413538
1981-08-01,0.7559609617344392
1981-09-01,0.7601306845312223
1981-10-01,0.7744908487771911
1981-11-01,0.7785700021654304
1981-12-01,0.7734902111085099
1982-01-01,0.7694931636702158
1982-02-01,0.7825660704020442
1982-03-01,0.7930752819876618
1982-04-01,0.7896931107001026
1982-05-01,0.7869793072205965
1982-06-01,0.7886052981138798
1982-07-01,0.7843750134138624
1982-08-01,0.7840901162505419
1982-09-01,0.7824993640399907
1982-10-01,0.7834481235104688
1982-11-01,0.7817917000418013
1982-12-01,0.7900407444662404
1983-01-01,0.7923823003034679
1983-02-01,0.7852663130747383
1983-03-01,0.777879615008732
1983-04-01,0.775416586314933
1983-05-01,0.7752710352288404
1983-06-01,0.7730470154849804
1983-07-01,0.7667089734784545
1983-08-01,0.7722103672695964
1983-09-01,0.7730978134737958
1983-10-01,0.7763629334373938
1983-11-01,1.0
1983-12-01,0.788454449329008
1984-01-01,0.7945097668988333
1984-02-01,0.7915778492669241
1984-03-01,0.796339802827493
1984-04-01,0.7899388336553312
1984-05-01,0.7881684162200272
1984-06-01,0.7951948186360858
1984-07-01,0.7934413810176995
1984-08-01,0.7824615255305877
1984-09-01,0.7796622094414261
1984-10-01,0.7836203262759797
1984-11-01,0.7884331883838465
1984-12-01,0.783457916803911
1985-01-01,0.7710359695377185
1985-02-01,0.7615562970591668
1985-03-01,0.761039101882669
1985-04-01,0.7717104585681576
1985-05-01,0.7800831428033524
1985-06-01,0.786064719840026
1985-07-01,0.7992272381436168
1985-08-01,0.8098956726695866
1985-09-01,0.8166053368158058
1985-10-01,0.8200921447688164
1985-11-01,0.827763760541315
1985-12-01,0.8317127795405217
1986-01-01,0.8328340322045155
1986-02-01,0.8420253055133085
1986-03-01,0.839920425367162
1986-04-01,0.8448538892640926
1986-05-01,0.850902319240076
1986-06-01,0.8429737623050156
1986-07-01,0.841226407886329
1986-08-01,0.8408409479839698
1986-09-01,0.8388834768456397
1986-10-01,0.8364623441738901
1986-11-01,0.8459585042742026
1986-12-01,0.8452577602965917
1987-01-01,0.8443109290077268
1987-02-01,0.8344670722179395
1987-03-01,0.8327416556440564
1987-04-01,0.8305656653764236
1987-05-01,0.8247146462957144
1987-06-01,0.8207750134144131
1987-07-01,0.8264023133612396
1987-08-01,0.8305178581321921
1987-09-01,0.8176476759630491
1987-10-01,0.8177579708973555
1987-11-01,0.7859959424983581
1987-12-01,0.7826691082328234
1988-01-01,0.7780766198406638
1988-02-01,0.7540315872626134
1988-03-01,0.7487302890260321
1988-04-01,0.7405010550669651
1988-05-01,0.7512841933671423
1988-06-01,0.7470199136821043
1988-07-01,0.7592044043145841
1988-08-01,0.7531628516436328
1988-09-01,0.756178790885153
1988-10-01,0.740750073616284
1988-11-01,0.7424484176610489
1988-12-01,0.739684805246165
1989-01-01,0.7386610128004096
1989-02-01,0.7353877112708649
1989-03-01,0.7268204081054014
1989-04-01,0.7278239505204976
1989-05-01,0.7280246274926389
1989-06-01,0.7292056426660368
1989-07-01,0.7448022122203543
1989-08-01,0.7419291265242983
1989-09-01,0.7442749903300231
1989-10-01,0.7239009408947397
1989-11-01,0.7345106352877621
1989-12-01,0.7293270720855963
1990-01-01,0.7422225863695154
1990-02-01,0.7472208028930837
1990-03-01,0.749835442966654
1990-04-01,0.7861941861575845
1990-05-01,0.7726483922292754
1990-06-01,0.7683546557400864
1990-07-01,0.7718603323819443
1990-08-01,0.777948791182376
1990-09-01,0.7663725306407392
1990-10-01,0.7716442123837489
1990-11-01,0.767403178074998
1990-12-01,0.7749892497812498
1991-01-01,0.7726506136790005
1991-02-01,0.7683242812218745
1991-03-01,0.7655793845079962
1991-04-01,0.751669237566239
1991-05-01,0.752328093407189
1991-06-01,0.7625766760227075
1991-07-01,0.7602266003884336
1991-08-01,0.7669068465691375
1991-09-01,0.7568191573795345
1991-10-01,0.7567144814675508
1991-11-01,0.7586260355081187
1991-12-01,0.7590615562271954
1992-01-01,0.7559825874270573
1992-02-01,0.767076195592416
1992-03-01,0.7594528648008342
1992-04-01,0.7625962530989149
1992-05-01,0.7652402756182204
1992-06-01,0.7672450401280865
1992-07-01,0.7842840518332783
1992-08-01,0.7727298555712777
1992-09-01,0.7685802042385809
1992-10-01,0.7631927895477257
1992-11-01,0.7739271497596139
1992-12-01,0.7655559218058595
1993-01-01,0.7555096988767047
1993-02-01,0.7587307679801111
1993-03-01,0.7617685691399967
1993-04-01,0.7483957600939983
1993-05-01,0.7493868677824238
1993-06-01,0.7479062261917488
1993-07-01,0.7459924046260236
1993-08-01,0.7376528041609599
1993-09-01,0.745016567677971
1993-10-01,0.7420339459196296
1993-11-01,0.7481882128061348
1993-12-01,0.7436994587871162
1994-01-01,0.7476244597268918
1994-02-01,0.7399102935334482
1994-03-01,0.7266216257454533
1994-04-01,0.7425231269164126
1994-05-01,0.7490380125813952
1994-06-01,0.734037410236947
1994-07-01,0.7314354089699594
