,Phi_AA
1975-01-01,0.862156438353997
1975-02-01,0.8714899067007321
1975-03-01,0.8746528314341858
1975-04-01,0.8748874202641628
1975-05-01,0.873013547437237
1975-06-01,0.879030711764407
1975-07-01,0.8793154088534934
1975-08-01,0.873242173648519
1975-09-01,0.8755951881731839
1975-10-01,0.8753881970742228
1975-11-01,0.874080426228584
1975-12-01,0.8703098127022147
1976-01-01,0.8677143280779497
1976-02-01,0.8680546035160861
1976-03-01,0.8673078016574581
1976-04-01,0.866732245511958
1976-05-01,0.8637279695416996
1976-06-01,0.8662753627706539
1976-07-01,0.8722080014249203
1976-08-01,0.8746215113836993
1976-09-01,0.8716353817882928
1976-10-01,0.8692333824629636
1976-11-01,0.8624140382622004
1976-12-01,0.8700937395536827
1977-01-01,0.8717863020046102
1977-02-01,0.8731089181906433
1977-03-01,0.8754824775528839
1977-04-01,0.873444921144886
1977-05-01,0.867212946017001
1977-06-01,0.8721049430785529
1977-07-01,0.8748680635323407
1977-08-01,0.8742777171573679
1977-09-01,0.8786932278551006
1977-10-01,0.8762923296162264
1977-11-01,0.8729920591762648
1977-12-01,0.8676754361707006
1978-01-01,0.8682196470784007
1978-02-01,0.8674681299494794
1978-03-01,0.8708254059381927
1978-04-01,0.8704835117444422
1978-05-01,0.8770357494410194
1978-06-01,0.8769499496689507
1978-07-01,0.8731755711793666
1978-08-01,0.8753400362596117
1978-09-01,0.8654954462034129
1978-10-01,0.879795691302858
1978-11-01,0.8729617341338661
1978-12-01,0.8909619829403058
1979-01-01,0.8868939168118575
1979-02-01,0.887457052680422
1979-03-01,0.888925741542915
1979-04-01,0.8885609740489606
1979-05-01,0.8914907485580483
1979-06-01,0.8942846258180169
1979-07-01,0.898224725857977
1979-08-01,0.9044248641346675
1979-09-01,0.9083009423597878
1979-10-01,0.9088461773204308
1979-11-01,0.903434723023175
1979-12-01,0.9047131644370573
1980-01-01,0.9036703562278147
1980-02-01,0.9097268094977606
1980-03-01,0.9140475197315154
1980-04-01,0.9094651366369605
1980-05-01,0.9076466168003359
1980-06-01,0.9056187224776463
1980-07-01,0.9049428838748038
1980-08-01,0.9117843779872256
1980-09-01,0.9125013788763393
1980-10-01,0.9107456969523389
1980-11-01,0.9159174789336012
1980-12-01,0.9167589045999245
1981-01-01,0.9156022660822544
1981-02-01,0.9186428758173066
1981-03-01,0.9218889258036967
1981-04-01,0.919349283228562
1981-05-01,0.9186779559076889
1981-06-01,0.9149234815859038
1981-07-01,0.9151498766705888
1981-08-01,0.9178334175551581
1981-09-01,0.9150319492310126
1981-10-01,0.9166010254003781
1981-11-01,0.9138680016376228
1981-12-01,0.9125329797815073
1982-01-01,0.9150619094205649
1982-02-01,0.9176039418279837
1982-03-01,0.9190223383834826
1982-04-01,0.9194907272846956
1982-05-01,0.9190744294601054
1982-06-01,0.9186263093129714
1982-07-01,0.9186542394021692
1982-08-01,0.9188187310384849
1982-09-01,0.919393797450698
1982-10-01,0.9200261859470489
1982-11-01,0.9182049580382627
1982-12-01,0.9161981651390871
1983-01-01,0.9158894379236502
1983-02-01,0.915825058845355
1983-03-01,0.913284498640906
1983-04-01,0.9134743467766002
1983-05-01,0.9152017615674142
1983-06-01,0.9135488916508925
1983-07-01,0.9124453535516668
1983-08-01,0.9131709909192485
1983-09-01,0.9120890200983586
1983-10-01,0.9086604722015604
1983-11-01,0.9100123671342575
1983-12-01,0.9132084283170475
1984-01-01,0.9109295969449343
1984-02-01,0.9113312745770719
1984-03-01,0.912623560111926
1984-04-01,0.9098985623220268
1984-05-01,0.9094523826197553
1984-06-01,0.9100075228055386
1984-07-01,0.9088204731905315
1984-08-01,0.9073265284872711
1984-09-01,0.9046288612808832
1984-10-01,0.9013818219529294
1984-11-01,0.9055025837711654
1984-12-01,0.9007312353578543
1985-01-01,0.900789909061779
1985-02-01,0.9007376427835094
1985-03-01,0.8968057008936295
1985-04-01,0.9084861300524061
1985-05-01,0.9114028240458978
