,Phi_AA
1978-01-01,0.6919143724039682
1978-02-01,0.6709912676257606
1978-03-01,0.6843654983616984
1978-04-01,0.691602005495748
1978-05-01,0.6805257450558171
1978-06-01,0.6959115007807164
1978-07-01,0.6887574329938067
1978-08-01,0.6844971055726299
1978-09-01,0.6940867875585499
1978-10-01,0.7188287010020488
1978-11-01,0.7172505911087729
1978-12-01,0.7282396824332988
1979-01-01,0.7688457347761504
1979-02-01,0.7638312341736322
1979-03-01,0.7691619049846202
1979-04-01,0.7781519932029225
1979-05-01,0.7860619118397831
1979-06-01,0.7755366193912837
1979-07-01,0.7824088610252299
1979-08-01,0.7793991749337379
1979-09-01,0.7833702782891215
1979-10-01,0.7900723740790737
1979-11-01,0.7888702736222777
1979-12-01,0.7896975472274427
1980-01-01,0.7870617367974146
1980-02-01,0.7941593907527973
1980-03-01,0.7934377836507891
1980-04-01,0.784173942158497
1980-05-01,0.786580848970424
1980-06-01,0.7840612396829751
1980-07-01,0.782614936663224
1980-08-01,0.7764570173463125
1980-09-01,0.7757368467719369
1980-10-01,0.7701036670474866
1980-11-01,0.7675502798344113
1980-12-01,0.7790572618309043
1981-01-01,0.7777497939493794
1981-02-01,0.7684445205138355
1981-03-01,0.7594020859611068
1981-04-01,0.757235057961688
1981-05-01,0.7461321174959532
1981-06-01,0.7296915082442536
1981-07-01,0.7368202752745552
1981-08-01,0.7442282384591418
1981-09-01,0.7530740481797079
1981-10-01,0.7610922017172191
1981-11-01,0.7550557538813514
1981-12-01,0.7698702185945995
1982-01-01,0.7739941820286328
1982-02-01,0.7740512233354331
1982-03-01,0.7827408446114628
1982-04-01,0.7821334719509032
1982-05-01,0.7790592133108758
1982-06-01,0.7826216880002056
1982-07-01,0.7760483487811716
1982-08-01,0.775750912456895
1982-09-01,0.7710280296606502
1982-10-01,0.7713136432884622
1982-11-01,0.7701260685829469
1982-12-01,0.7609219469129282
1983-01-01,0.7560950375730432
1983-02-01,0.742049812685293
1983-03-01,0.7536645881803489
1983-04-01,0.753394081833924
1983-05-01,0.7571265888005021
1983-06-01,0.7581369714559995
1983-07-01,0.7616546983322768
1983-08-01,0.7577363590807257
1983-09-01,0.75593995629268
1983-10-01,0.7596460378528518
1983-11-01,0.7733763315719977
1983-12-01,0.7744367829604619
1984-01-01,0.775791257017738
1984-02-01,0.7916728955599004
1984-03-01,0.7953045896621783
1984-04-01,0.7986903971501692
1984-05-01,0.8053297760920043
1984-06-01,0.8052825602646382
1984-07-01,0.806369686293649
1984-08-01,0.8017952342956081
1984-09-01,0.801462723789826
1984-10-01,0.8034828852508038
1984-11-01,0.8110949740377387
1984-12-01,0.8101078390283929
1985-01-01,0.8071270846662415
1985-02-01,0.807966430906286
1985-03-01,0.8036785103665457
1985-04-01,0.8131967978975692
1985-05-01,0.8214191444114656
1985-06-01,0.8234543208185608
1985-07-01,0.8243419114701045
1985-08-01,0.8322304462610641
1985-09-01,0.829227239324403
1985-10-01,0.8288993678372426
1985-11-01,0.8278867083814536
1985-12-01,0.8355166552130763
1986-01-01,0.8332018909887247
1986-02-01,0.8288395003401205
1986-03-01,0.8236024599792365
1986-04-01,0.8218423064094547
1986-05-01,0.8346846837819281
1986-06-01,0.8230731705537292
1986-07-01,0.8198578923887744
1986-08-01,0.8218329774148007
1986-09-01,0.8134983005743492
1986-10-01,0.7953988825568459
1986-11-01,0.8006194464399271
1986-12-01,0.8008672980555928
1987-01-01,0.7983282912352856
1987-02-01,0.7856264756484597
1987-03-01,0.7730469771083062
1987-04-01,0.7678556006280606
1987-05-01,0.7543574907138981
1987-06-01,0.7470497844706966
1987-07-01,0.7513050269335837
1987-08-01,0.7581737845512868
1987-09-01,0.7440686698482936
1987-10-01,0.727390326919006
1987-11-01,0.7068093208803827
1987-12-01,0.6909178919174197
1988-01-01,0.6926313986071754
1988-02-01,0.6647767711846665
1988-03-01,0.6733881394478533
1988-04-01,0.6686988181669634
1988-05-01,0.6542216125941126
1988-06-01,0.6639080003145793
1988-07-01,0.6739921439014204
1988-08-01,0.6669230162059802
1988-09-01,0.6723221033267262
1988-10-01,0.684106422601491
1988-11-01,0.6855312549120884
1988-12-01,0.6932059382265475
1989-01-01,0.6931691942174812
1989-02-01,0.6811634746201713
1989-03-01,0.6831341010917574
1989-04-01,0.682670836720587
1989-05-01,0.689170938519505
1989-06-01,0.7025012712299746
1989-07-01,0.7323247928749613
1989-08-01,0.7337389668975177
1989-09-01,0.7263436948182077
1989-10-01,0.7157565998694071
1989-11-01,0.715752449249713
1989-12-01,0.7122358310724954
1990-01-01,0.7270013822837338
1990-02-01,0.7377423891449169
1990-03-01,0.7322462842738848
1990-04-01,0.7643429747151591
1990-05-01,0.7606292228882134
1990-06-01,0.7586895576767232
1990-07-01,0.7827849270836316
1990-08-01,0.7791382169775884
1990-09-01,0.7682012178322883
1990-10-01,0.7714594817083082
1990-11-01,0.7718484707124225
1990-12-01,0.77202558005544
1991-01-01,0.7621783248335955
1991-02-01,0.7620630177823658
1991-03-01,0.7556926673685492
1991-04-01,0.7421715849927623
1991-05-01,0.7416207513410343
1991-06-01,0.7535207851081416
1991-07-01,0.7471962249277513
1991-08-01,0.7413213863527321
1991-09-01,0.7447288972435498
1991-10-01,0.7411453689106775
1991-11-01,0.7387781193194615
1991-12-01,0.7408338754868996
1992-01-01,0.7322385028413989
1992-02-01,0.7371060398380125
1992-03-01,0.7299487057193731
1992-04-01,0.7332030730382303
1992-05-01,0.7370492635535617
1992-06-01,0.7330004820202256
1992-07-01,0.7409519529221896
1992-08-01,0.7446420740097626
1992-09-01,0.7396446375648638
1992-10-01,0.7305633734688936
1992-11-01,0.7342659468464066
1992-12-01,0.7210287404584099
