,MSITALL,MSGERML,MSSWITL,MSCNDAL,MSUSAML,MSUTDKL,MSFRNCL,MSJPANL
1975-01-01,-0.13183033343867984,0.1470806833573306,0.2813926950633535,0.5669260683851016,-0.006760995330527209,-0.3969126124467479,-0.024974788905503753,0.5650792833156733
1975-02-01,-0.17661127944681154,0.1968135360201133,0.35388200799078195,0.3825910121925151,0.1283492426622337,-0.306805585096302,-0.08897758235571523,0.510758648033185
1975-03-01,-0.1392878012129807,0.2410930207111599,0.2892000015953383,0.31892844599919923,0.13450112511814583,-0.2388976385652989,-0.1033495936123916,0.4978124399668277
1975-04-01,-0.1562229862027641,0.2088852283168392,0.2884750596027712,0.2693856981647149,0.18183904179736565,-0.27138658189443043,-0.026928419370308987,0.5059529595858128
1975-05-01,-0.29751432333704275,0.10464275786003341,0.37451754654837116,0.38666322262269115,0.10471065839804772,-0.2348557953230271,-0.04007466912431612,0.6019106023552423
1975-06-01,-0.27081219552037317,0.13787325261674455,0.30819568874954106,0.4769468970994666,0.08387859596314762,-0.21294416648464382,-0.08181350632495726,0.5586754339010742
1975-07-01,-0.27368722187531636,0.1560245445320576,0.3160516610034276,0.39744118068403256,0.1632519302014357,-0.2364912020953835,-0.07769574445232075,0.5551048520020676
1975-08-01,-0.3209631604339296,0.17431324165692752,0.3060202830308314,0.48384462650045945,0.07644679472959925,-0.2481636265528036,-0.045737668821554944,0.5742395098904702
1975-09-01,-0.27490882816937645,0.13559098242542023,0.17765368080698152,0.5297445714655948,0.024314869160176222,-0.1583036068288046,-0.0013763027210611511,0.5672846338610691
1975-10-01,-0.2509771805594937,0.2122070806344203,0.14652488456568669,0.4292363455304633,0.09711310247916471,-0.15210220356827897,-0.012701186680873833,0.5306991575989117
1975-11-01,-0.24909405088857398,0.22679856316400882,0.1863882874390972,0.3972818004799836,0.11160825714733003,-0.1562348503660105,-0.0433213764166821,0.5265733694408465
1975-12-01,-0.24745398634503507,0.23464959948032105,0.2278645349037316,0.4167007689645703,0.03665404594085264,-0.14074166843672795,-0.05798460290489682,0.5303113083971837
1976-01-01,-0.23728117616058098,0.26964752938459835,0.24654804095981775,0.39790849125737116,0.014487117077858658,-0.13507030207003043,-0.08303005623603676,0.5267903557870017
1976-02-01,-0.2507672857077567,0.2734348418821946,0.26133289716695285,0.40135258352136005,-9.478371308468958e-05,-0.13580227246776025,-0.08766950565871587,0.5382135249768101
1976-03-01,-0.2558436150849822,0.2519865870315803,0.24660686229328177,0.4562549836374068,-0.038556764509801944,-0.13800148939929743,-0.05487558155715938,0.5324290175889713
1976-04-01,-0.2661624214600587,0.2687079860701669,0.24694160575296253,0.4481215542600161,-0.023229082934207668,-0.14509999035203916,-0.05562845721450049,0.526348805877661
1976-05-01,-0.280668907532904,0.30580843998098195,0.24530845024804981,0.526590349956014,-0.09491311401655711,-0.1490607786541459,-0.07750039935053496,0.5244359593690964
1976-06-01,-0.24039498135025544,0.2321241912797789,0.3568648784100312,0.543866897751615,-0.07733565847361046,-0.2063946904456082,-0.14486603287192096,0.5361353956999693
1976-07-01,-0.20934769553399768,0.23330734143089304,0.3475241595807591,0.4935327564263853,-0.011569623253463446,-0.20731435837035006,-0.16438375963526303,0.5182511793550366
1976-08-01,-0.1681184331623905,0.2135750477474263,0.37711516795135536,0.44771839129235325,0.08537512796997793,-0.24378212326111964,-0.21869680740721248,0.5068136288696092
1976-09-01,-0.17258226527428794,0.2146582538579791,0.3526443269821087,0.4151900911076154,0.06857524491484135,-0.24663065767703568,-0.19331379204740212,0.5614587981361815
1976-10-01,-0.1736403713059475,0.22151517222560313,0.3500115589562922,0.384511214544597,0.1040469112802287,-0.2633683929189914,-0.15572094390590607,0.5326448511241237
1976-11-01,-0.24058389821671894,0.23353115866804408,0.4403689422683901,0.4016314487129444,0.1002404981369247,-0.30578986886520765,-0.1623070598346801,0.5329087791303031
1976-12-01,-0.1947874949956062,0.32007956302391904,0.4287888065048573,0.1558549690489961,0.2769627267518897,-0.2698973890369034,-0.20346888288957898,0.48646770159242636
1977-01-01,-0.20175994637287764,0.3090562048815336,0.4292017904561398,0.17819270403634657,0.24384896023188518,-0.25849932186356217,-0.2014962554921275,0.5014558641226619
1977-02-01,-0.22236960819150922,0.3248338898364971,0.40576006352931415,0.2188600157009018,0.17935661799184754,-0.19415025760770216,-0.21494035509545287,0.5026496338361036
1977-03-01,-0.22723515069181002,0.31233875481696494,0.4166459150984051,0.2323745921936642,0.15424016668798446,-0.18360491247228583,-0.24045555636978713,0.5356961907368635
1977-04-01,-0.2198448057757976,0.34857761995095815,0.4711742251808537,0.29779464061153305,0.11012545453744749,-0.16959839385051265,-0.35168379041725273,0.5134550497627699
1977-05-01,-0.24882387644850357,0.4212035327373206,0.4898665312457027,0.29919636284048856,0.10348360110849675,-0.16908851812836334,-0.3881235562515189,0.4922859228963772
1977-06-01,-0.25948828585891215,0.40555924281835465,0.4072440607725223,0.26391500146333124,0.1467596717492714,-0.1499044947162801,-0.30125088561706914,0.4871656893887819
1977-07-01,-0.25576785884208253,0.3546611832592482,0.44066075548406936,0.2243385021903015,0.17557759345718726,-0.1506387848815353,-0.26927737815379205,0.48044598748660317
1977-08-01,-0.2570084495468472,0.3716234693502616,0.4405887192384419,0.24159868205562274,0.17957372294484797,-0.1496898884950087,-0.28843618781856495,0.4617499322712458
1977-09-01,-0.19238886883175807,0.35939413869335324,0.39910541893444007,0.14365555820969145,0.18320895694611883,-0.12580664681560705,-0.23147975607091137,0.4643111989346722
